lat,lon,mwd,swh_typical,swh_rough,mwp_typical,mwp_rough,swh_typical_norm,swh_rough_norm
16.5,63.0,190.93152,1.8501042,4.3165865,7.5750327,5.6320033,0.8862621367110091,0.9019434132350358
16.5,63.5,194.49506,1.8491739,4.3111567,7.5681014,5.6601367,0.8857726003008604,0.9007268247053398
16.5,64.0,198.50471,1.8464133,4.285349,7.570846,5.6750183,0.8843199242134406,0.8949443164948596
16.5,64.5,202.92096,1.8432318,4.2488894,7.5869465,5.697123,0.8826458150753,0.8867752135204953
16.5,65.0,207.64658,1.840605,4.202121,7.616885,5.734638,0.8812635835533079,0.8762962269936563
16.5,65.5,213.18651,1.8403411,4.177356,7.6514225,5.7854958,0.8811247017475584,0.8707473781416064
16.5,66.0,219.64508,1.8399215,4.1580434,7.6885643,5.8220754,0.8809038959859332,0.8664202461453635
16.5,66.5,227.21947,1.8391079,4.10826,7.721437,5.854789,0.8804757711782365,0.8552658163336613
16.5,67.0,234.81927,1.8369465,4.079037,7.750816,5.880632,0.8793384333191377,0.8487181191313762
16.5,67.5,241.6412,1.8341161,4.0813904,7.7717876,5.884439,0.8778490608196298,0.8492453751596584
16.5,68.0,247.87564,1.829996,4.077178,7.7848115,5.892947,0.8756810242476718,0.8483015494749886
16.5,68.5,253.04037,1.8258985,4.081632,7.7960157,5.8861,0.8735249061685288,0.8492995431042053
16.5,69.0,257.0406,1.8199224,4.0726314,7.8109193,5.8792114,0.8703802432037461,0.8472828288610735
16.5,69.5,259.70728,1.8112363,4.0519376,7.8298073,5.896212,0.8658095012091939,0.8426461810160092
16.5,70.0,261.32922,1.8009759,4.0182667,7.8485975,5.9200697,0.8604104239639991,0.8351018791061624
16.5,70.5,262.35162,1.786842,3.9735873,7.87089,5.9461937,0.8529730335318013,0.8250910125971388
16.5,71.0,262.43152,1.7664323,3.901623,7.888357,5.965338,0.8422332796562054,0.8089667005832877
16.5,71.5,262.46637,1.739741,3.8223667,7.8840265,5.9565625,0.8281880886206433,0.7912085359225255
16.5,72.0,262.7593,1.699764,3.7295396,7.8533583,5.9168606,0.8071518860732599,0.7704097012384781
16.5,72.5,262.51404,1.5981133,3.5328085,7.711593,5.7963986,0.7536624430664576,0.7263301357129371
16.5,73.0,264.677,1.4646847,3.2364817,7.40437,5.6305094,0.683451229182392,0.6599351398961623
16.5,73.5,,,,,,,
16.5,74.0,,,,,,,
16.5,74.5,,,,,,,
16.5,75.0,,,,,,,
16.5,75.5,,,,,,,
16.5,76.0,,,,,,,
16.5,76.5,,,,,,,
16.5,77.0,,,,,,,
16.5,77.5,,,,,,,
16.5,78.0,,,,,,,
16.5,78.5,,,,,,,
16.5,79.0,,,,,,,
16.5,79.5,,,,,,,
16.5,80.0,,,,,,,
16.5,80.5,,,,,,,
16.5,81.0,,,,,,,
16.5,81.5,,,,,,,
16.5,82.0,,,,,,,
16.5,82.5,165.49425,1.0545205,1.6656748,7.2354636,5.8001847,0.4676194309822977,0.30798017557398705
16.5,83.0,169.98016,1.1532446,1.9699342,7.322314,5.9461265,0.5195688792595831,0.3761525370386843
16.5,83.5,173.1168,1.2187808,2.2063367,7.496724,6.10856,0.5540545363885072,0.4291208806361598
16.5,84.0,175.28128,1.2684453,2.378166,7.6819577,6.2711625,0.5801884037706849,0.46762093419311235
16.5,84.5,177.02353,1.309892,2.500044,7.850592,6.410159,0.6019980537728522,0.49492895021354905
16.5,85.0,178.5938,1.345297,2.6024122,8.0126915,6.535728,0.6206284144521637,0.5178655490049722
16.5,85.5,180.1076,1.3781046,2.699099,8.166915,6.6503177,0.6378920376501425,0.5395292010995425
16.5,86.0,181.66211,1.4078581,2.7939534,8.314173,6.760625,0.6535486089142925,0.5607822665848547
16.5,86.5,183.2469,1.4359937,2.867538,8.449196,6.8523397,0.6683537606890846,0.5772696213513103
16.5,87.0,184.8706,1.4613255,2.919531,8.571376,6.9014482,0.6816835912401085,0.5889192017330377
16.5,87.5,186.40977,1.4805886,2.9633958,8.679767,6.967728,0.6918199557347177,0.5987475318845497
16.5,88.0,187.9175,1.4948958,2.9908526,8.774684,7.031904,0.699348554001405,0.6048994932552729
16.5,88.5,189.41672,1.5047462,2.995331,8.851438,7.1060834,0.7045319065266482,0.6059029357309825
16.5,89.0,191.03087,1.5109376,2.9968624,8.91171,7.162888,0.707789857902083,0.6062460527998433
16.5,89.5,193.10272,1.5149543,3.0074356,8.963471,7.22645,0.7099035085094588,0.6086150723627849
16.5,90.0,195.98674,1.5157927,2.9872072,9.008665,7.287433,0.7103446809303425,0.6040827004819765
16.5,90.5,199.77237,1.511479,2.9617872,9.045825,7.3402195,0.7080747726092711,0.5983871067150642
16.5,91.0,205.4003,1.5020611,2.9448178,9.067966,7.390964,0.7031190005678848,0.5945849336843664
16.5,91.5,210.82655,1.485785,2.9292982,9.05884,7.374731,0.6945543716310263,0.5911076080607591
16.5,92.0,215.93837,1.4522358,2.8993542,8.974356,7.1866264,0.6769005118867206,0.584398368585979
16.5,92.5,221.25133,1.4013689,2.8176677,8.792351,7.034027,0.6501338979938855,0.5660956932163738
16.5,93.0,227.27327,1.332081,2.7383277,8.4875765,6.802002,0.613674036623521,0.5483187781132683
16.5,93.5,235.06834,1.2500929,2.6183214,8.033802,6.3571067,0.5705312254161483,0.5214301630125929
16.5,94.0,246.26324,1.1030439,2.3522325,7.4464955,5.7478027,0.4931528572422377,0.4618102736090856
16.5,94.5,,,,,,,
16.5,95.0,,,,,,,
16.5,95.5,,,,,,,
16.5,96.0,,,,,,,
16.5,96.5,,,,,,,
16.5,97.0,205.66867,0.6800431,1.4344388,7.3176475,5.7695765,0.2705663473326068,0.2561694447559316
16.5,97.5,,,,,,,
16.5,98.0,,,,,,,
16.5,98.5,,,,,,,
16.5,99.0,,,,,,,
16.5,99.5,,,,,,,
16.5,100.0,,,,,,,
16.0,50.0,,,,,,,
16.0,50.5,,,,,,,
16.0,51.0,,,,,,,
16.0,51.5,,,,,,,
16.0,52.0,,,,,,,
16.0,52.5,144.3663,1.0536361,2.1863925,7.0879445,5.5522704,0.4671540452023268,0.4246521854712291
16.0,53.0,147.88145,1.2033753,2.5877702,7.1910014,5.597739,0.5459480794070211,0.5145848626356817
16.0,53.5,150.1528,1.2821156,2.7276819,7.1825237,5.457256,0.5873818414736326,0.5459334654309119
16.0,54.0,152.41559,1.3517634,2.8720465,7.210692,5.449722,0.6240310814219364,0.5782797947550405
16.0,54.5,154.54329,1.4253963,3.0360155,7.2819657,5.483291,0.6627773488165846,0.6150186956533904
16.0,55.0,156.73683,1.5094863,3.224792,7.3360643,5.4643984,0.7070261961571893,0.6573159541751209
16.0,55.5,160.22089,1.6012921,3.4302037,7.3590755,5.486773,0.7553351721685879,0.7033404907983039
16.0,56.0,163.61063,1.6611391,3.6349344,7.3761916,5.5299306,0.7868271548180225,0.7492124597196861
16.0,56.5,166.04063,1.7096698,3.8199499,7.392043,5.547849,0.8123644075414451,0.7906670167372472
16.0,57.0,167.78772,1.7561815,4.0125628,7.403271,5.562842,0.8368392207237749,0.8338238575032623
16.0,57.5,169.3011,1.8015621,4.2102036,7.4081964,5.5802937,0.8607188620122694,0.8781072739917135
16.0,58.0,170.61148,1.8363428,4.3504705,7.425399,5.605635,0.8790207741211633,0.9095354726817908
16.0,58.5,171.78392,1.861246,4.443017,7.4499264,5.614262,0.8921250315134359,0.9302714319509153
16.0,59.0,173.05493,1.8778576,4.5374393,7.4857697,5.6364555,0.9008661796017755,0.9514277002808834
16.0,59.5,174.35287,1.8888811,4.5388,7.524388,5.6597724,0.9066668473259262,0.9517325151641031
16.0,60.0,175.88048,1.8932282,4.5152464,7.5617146,5.671562,0.9089543197416723,0.9464551470755517
16.0,60.5,177.66019,1.8943824,4.501619,7.5888977,5.6798344,0.9095616610439609,0.9434017630771164
16.0,61.0,179.60594,1.893414,4.502691,7.604433,5.678715,0.9090521141116649,0.9436419396833127
16.0,61.5,181.80121,1.8884803,4.4813004,7.6079807,5.674282,0.9064559527320103,0.9388491984122462
16.0,62.0,184.33078,1.8780061,4.4193544,7.603411,5.667554,0.9009443398230781,0.9249695974732096
16.0,62.5,187.2668,1.8725722,4.365486,7.5879626,5.66944,0.8980849679389407,0.9128998682908298
16.0,63.0,190.62836,1.8695782,4.3233643,7.572452,5.6752877,0.8965095313755265,0.9034620388046414
16.0,63.5,194.41406,1.865856,4.3061953,7.566249,5.6964707,0.8945508839036552,0.8996151531806637
16.0,64.0,198.66263,1.8614823,4.276369,7.572759,5.7091937,0.8922493602121693,0.8929323032173295
16.0,64.5,203.3045,1.857715,4.2243137,7.5935855,5.732682,0.8902670012124871,0.881268780198988
16.0,65.0,208.14703,1.8537254,4.180399,7.6282835,5.782115,0.8881676527964892,0.8714292318341084
16.0,65.5,213.69043,1.8506222,4.1642814,7.6704364,5.835956,0.8865346938230153,0.8678179286908525
16.0,66.0,219.89842,1.8487391,4.1224065,7.713488,5.8667827,0.8855438279677219,0.8584354423906114
16.0,66.5,226.99013,1.8485407,4.095219,7.747959,5.895365,0.8854393843333168,0.8523438456918191
16.0,67.0,234.14941,1.8469695,4.0601635,7.776896,5.916192,0.8846126173054132,0.8444892800522598
16.0,67.5,240.98193,1.8429676,4.0358176,7.796498,5.9201612,0.8825068078117315,0.8390343436721167
16.0,68.0,247.52454,1.8381912,4.025821,7.8055882,5.913601,0.8799933858637767,0.8367945472431585
16.0,68.5,252.98932,1.832686,4.0253177,7.8161592,5.9175825,0.8770965020917268,0.8366817240687175
16.0,69.0,257.14053,1.8262376,4.017566,7.829361,5.917675,0.8737033071872965,0.8349449309591418
16.0,69.5,259.85703,1.8163276,3.9913821,7.849382,5.9465938,0.868488590207277,0.829078125888213
16.0,70.0,261.52917,1.8047593,3.953622,7.871104,5.9851604,0.8624012513664708,0.8206176164666064
16.0,70.5,262.33505,1.7911512,3.905961,7.89361,6.019877,0.8552405581543098,0.809938678641504
16.0,71.0,262.24582,1.7730411,3.8600447,7.912764,6.057473,0.8457109076728936,0.7996506688422343
16.0,71.5,262.266,1.7471634,3.8063636,7.9108243,6.0591373,0.8320938414450282,0.7876228744098244
16.0,72.0,262.2111,1.706998,3.717455,7.878687,6.006886,0.8109584644916421,0.7677019984719592
16.0,72.5,261.6018,1.6444099,3.607643,7.804209,5.9360886,0.7780240932959545,0.7430975184530763
16.0,73.0,264.17807,1.5175089,3.3333237,7.5046635,5.754321,0.7112477263122621,0.6816335684521724
16.0,73.5,261.15973,1.2087016,2.7574792,7.282763,5.698469,0.5487508070858326,0.5526098515665437
16.0,74.0,,,,,,,
16.0,74.5,,,,,,,
16.0,75.0,,,,,,,
16.0,75.5,,,,,,,
16.0,76.0,,,,,,,
16.0,76.5,,,,,,,
16.0,77.0,,,,,,,
16.0,77.5,,,,,,,
16.0,78.0,,,,,,,
16.0,78.5,,,,,,,
16.0,79.0,,,,,,,
16.0,79.5,,,,,,,
16.0,80.0,,,,,,,
16.0,80.5,,,,,,,
16.0,81.0,,,,,,,
16.0,81.5,160.72,0.9369711,1.408665,6.570642,5.344829,0.4057639901307352,0.25039454890452245
16.0,82.0,164.5073,1.069113,1.7364597,6.9894657,5.6119,0.47529813952954447,0.323840245242965
16.0,82.5,167.29805,1.1368687,1.9388243,7.145996,5.771335,0.510951746225429,0.36918204674259575
16.0,83.0,169.80605,1.1906538,2.110903,7.3478084,5.9719744,0.5392539010952029,0.4077380043961641
16.0,83.5,172.05516,1.2398974,2.2716162,7.554344,6.1306686,0.5651662726977502,0.443747400905231
16.0,84.0,173.97427,1.2846249,2.4208891,7.7460546,6.2891083,0.5887022850197153,0.47719348907984055
16.0,84.5,175.7015,1.3252388,2.5318437,7.9184914,6.4407916,0.6100736481308384,0.5020539580437618
16.0,85.0,177.30063,1.3608104,2.6152833,8.077183,6.546964,0.6287917038257045,0.5207494311414278
16.0,85.5,178.90697,1.3937961,2.6898918,8.227202,6.6513333,0.6461490440145549,0.5374662250812848
16.0,86.0,180.55928,1.4242995,2.787211,8.371596,6.749677,0.6622001801197909,0.5592715471846702
16.0,86.5,182.23459,1.4526626,2.8509495,8.500873,6.824773,0.677125081382919,0.5735528135823343
16.0,87.0,183.88031,1.4771882,2.911693,8.614847,6.8768244,0.6900306763186386,0.5871630171403549
16.0,87.5,185.42969,1.4975641,2.9500241,8.711656,6.9348187,0.7007526151839215,0.595751467614417
16.0,88.0,186.91034,1.5124831,2.9696436,8.795038,7.0162477,0.7086031382144329,0.6001474046526485
16.0,88.5,188.38303,1.5220276,2.9805803,8.864367,7.091214,0.713625528357764,0.6025978898126649
16.0,89.0,190.00905,1.5291026,2.9649677,8.919271,7.153916,0.717348426410803,0.5990997303642319
16.0,89.5,192.19113,1.533395,2.9694884,8.965158,7.2152753,0.719607168985974,0.6001126281912086
16.0,90.0,195.11766,1.5333706,2.9783654,9.008865,7.268241,0.7195943095595158,0.6021016174213031
16.0,90.5,198.71349,1.5296861,2.9699078,9.04541,7.2916045,0.717655484423063,0.6002065940831791
16.0,91.0,204.2408,1.5192155,2.9427805,9.073703,7.334956,0.7121457533814175,0.594128459240428
16.0,91.5,209.73662,1.4984984,2.9151206,9.063526,7.34542,0.7012442843769949,0.58793098397547
16.0,92.0,215.06566,1.4599514,2.8826401,8.974395,7.222163,0.6809605150996954,0.5806534084434564
16.0,92.5,220.83539,1.3989856,2.8309786,8.751457,6.9983106,0.6488798216341094,0.5690781353702742
16.0,93.0,227.78271,1.31598,2.7275062,8.358185,6.6940475,0.6052015564547953,0.5458940948439976
16.0,93.5,235.93985,1.2220796,2.5784607,7.816474,6.178479,0.5557904335025571,0.5124989694101157
16.0,94.0,244.48466,1.0602214,2.2938447,7.1430597,5.68829,0.470619315623833,0.44872791370004744
16.0,94.5,,,,,,,
16.0,95.0,203.77078,0.33846098,0.7388574,6.4205036,5.123232,0.09082302399387063,0.1003174774415585
16.0,95.5,,,,,,,
16.0,96.0,199.02855,0.7044386,1.5100142,7.2224936,5.6130495,0.2834034736635496,0.27310285705391274
16.0,96.5,205.81012,0.8054948,1.7248757,7.560079,5.9117584,0.33658005623395826,0.32124472461012316
16.0,97.0,211.8833,0.80145377,1.7257602,7.494419,5.9684052,0.3344536402934885,0.321442913046286
16.0,97.5,222.95215,0.56174564,1.1932936,6.6626363,5.2456474,0.2083172512091468,0.20213844254218416
16.0,98.0,,,,,,,
16.0,98.5,,,,,,,
16.0,99.0,,,,,,,
16.0,99.5,,,,,,,
16.0,100.0,,,,,,,
15.5,50.0,,,,,,,
15.5,50.5,,,,,,,
15.5,51.0,,,,,,,
15.5,51.5,,,,,,,
15.5,52.0,144.98569,1.0293522,2.1740904,6.69417,5.2903485,0.45437566449518,0.42189576360665615
15.5,52.5,146.43068,1.2254902,2.6537282,6.890193,5.39716,0.5575851076048578,0.5293634164059172
15.5,53.0,148.05736,1.3116263,2.8399222,6.9777036,5.447568,0.6029106339490239,0.5710820287981286
15.5,53.5,149.66394,1.3762844,2.9711995,7.0386286,5.4328794,0.6369342299301833,0.6004960239880659
15.5,54.0,151.57603,1.4368771,3.1088347,7.106919,5.4719005,0.6688186446377792,0.631334572015511
15.5,54.5,153.56645,1.5050799,3.273632,7.212819,5.504612,0.704707484744486,0.668259054215001
15.5,55.0,155.78012,1.5832695,3.4239173,7.325107,5.5422993,0.7458515019778739,0.7019319639798928
15.5,55.5,158.39497,1.6501138,3.576202,7.4118037,5.5638165,0.7810255461602286,0.7360528543986017
15.5,56.0,160.94064,1.7009904,3.7351477,7.4602494,5.596388,0.8077972410947374,0.7716662479757885
15.5,56.5,163.22166,1.7511781,3.9519722,7.4665556,5.5972495,0.8342064256609416,0.8202479496261086
15.5,57.0,165.35468,1.8040287,4.17774,7.4539433,5.5937834,0.8620168486087324,0.8708334912842195
15.5,57.5,167.26672,1.8505892,4.361531,7.4455466,5.591136,0.8865173179150692,0.9120136294347809
15.5,58.0,168.7817,1.8832691,4.4926925,7.446629,5.610746,0.9037137584509171,0.9414017158938451
15.5,58.5,170.17485,1.9035903,4.5630755,7.4650316,5.618704,0.914406967475625,0.9571717460455313
15.5,59.0,171.61446,1.918191,4.595236,7.4942856,5.6431665,0.9220899415887213,0.9643775784320553
15.5,59.5,173.162,1.9287833,4.594972,7.5267835,5.6517234,0.92766371884702,0.9643184958416521
15.5,60.0,174.85773,1.9314452,4.579056,7.5619335,5.678834,0.9290644553973303,0.9607522792321216
15.5,60.5,176.6973,1.930042,4.5668974,7.588998,5.697698,0.9283260734029862,0.958028069665933
15.5,61.0,178.70013,1.9241204,4.5468307,7.605339,5.69883,0.9252100775498691,0.9535319165882833
15.5,61.5,180.9701,1.9169441,4.518706,7.606234,5.7069573,0.9214338599237104,0.9472302721991965
15.5,62.0,183.61334,1.9054226,4.474914,7.600186,5.711327,0.9153711108154489,0.9374182885871634
15.5,62.5,186.66203,1.8925935,4.402622,7.5877595,5.705144,0.9086203510272142,0.9212205774058492
15.5,63.0,190.14464,1.8821338,4.3370595,7.5763855,5.7097554,0.9031163910452474,0.9065305941011549
15.5,63.5,194.13501,1.8746665,4.2989264,7.572009,5.7107496,0.8991869894219613,0.8979864822799272
15.5,64.0,198.61996,1.8687829,4.2482677,7.5819783,5.7240553,0.8960910040909913,0.8866358939944811
15.5,64.5,203.48018,1.864034,4.1859455,7.604946,5.75478,0.8935921352500528,0.8726719961949957
15.5,65.0,208.52203,1.8599026,4.160623,7.6429367,5.793734,0.8914181394316874,0.8669982512341187
15.5,65.5,214.11307,1.8564988,4.1251626,7.6898975,5.8450427,0.8896270408772312,0.8590529783264719
15.5,66.0,220.32375,1.8544573,4.078195,7.7357945,5.8881736,0.8885527455722328,0.848529439466544
15.5,66.5,227.07527,1.8539416,4.0467434,7.7733674,5.9335117,0.8882813803095082,0.841482371509205
15.5,67.0,233.94221,1.8527642,4.0178366,7.799717,5.946467,0.8876618695987665,0.8350055093113274
15.5,67.5,240.41516,1.8478174,3.9911702,7.8202825,5.9491234,0.885058808039061,0.8290306354516229
15.5,68.0,246.59734,1.840757,3.96905,7.833516,5.957741,0.8813435629129875,0.8240743753657063
15.5,68.5,252.23682,1.8333201,3.9653368,7.844835,5.9651046,0.8774302198905468,0.8232424112943316
15.5,69.0,256.0204,1.8249829,3.9433942,7.858103,5.967752,0.8730430854142551,0.8183259491558385
15.5,69.5,258.7603,1.8141615,3.9018345,7.8772626,6.0034904,0.8673488059207057,0.8090140841797503
15.5,70.0,260.3274,1.8018833,3.87426,7.900289,6.045825,0.8608879164235137,0.8028357332975811
15.5,70.5,261.31192,1.7887126,3.8478537,7.9240355,6.0871134,0.8539573755805012,0.796919140727325
15.5,71.0,261.57568,1.7718673,3.8093233,7.9434233,6.131612,0.8450932161005289,0.7882860310800468
15.5,71.5,261.48297,1.7463628,3.7687433,7.9380326,6.135278,0.8316725540884727,0.7791936691455201
15.5,72.0,261.14725,1.7075226,3.6925712,7.8974953,6.081347,0.8112345344225832,0.7621265464282087
15.5,72.5,261.0821,1.6527343,3.5731912,7.81879,5.9970355,0.7824044530500145,0.735378265834757
15.5,73.0,261.84753,1.5581768,3.3998737,7.6300216,5.8913183,0.7326475056194125,0.6965447642404652
15.5,73.5,263.79437,1.4062717,3.121802,7.323676,5.7176704,0.6527138125859661,0.6342400358576835
15.5,74.0,,,,,,,
15.5,74.5,,,,,,,
15.5,75.0,,,,,,,
15.5,75.5,,,,,,,
15.5,76.0,,,,,,,
15.5,76.5,,,,,,,
15.5,77.0,,,,,,,
15.5,77.5,,,,,,,
15.5,78.0,,,,,,,
15.5,78.5,,,,,,,
15.5,79.0,,,,,,,
15.5,79.5,,,,,,,
15.5,80.0,,,,,,,
15.5,80.5,153.2885,0.8042507,1.1352501,6.1630025,5.0271435,0.33592541733386705,0.1891332212050649
15.5,81.0,158.72115,0.95587426,1.4573001,6.512957,5.259963,0.415710976047405,0.2612917343996904
15.5,81.5,161.73347,1.0531658,1.732406,6.76699,5.43955,0.4669065796541417,0.32293197061065815
15.5,82.0,164.19641,1.1120762,1.9020162,6.96593,5.5971045,0.4979057012612212,0.36093481692513485
15.5,82.5,166.42892,1.1630182,2.049507,7.168282,5.7777486,0.5247118343670744,0.39398159012391765
15.5,83.0,168.62949,1.211139,2.2023432,7.384938,5.9897594,0.5500333623705456,0.428226094569926
15.5,83.5,170.7002,1.2571324,2.3199937,7.60102,6.134074,0.5742354929830501,0.45458686602161896
15.5,84.0,172.58997,1.300465,2.4253554,7.7998943,6.2991257,0.5970374516054304,0.47819420713230365
15.5,84.5,174.35622,1.3412703,2.52825,7.9705925,6.4464297,0.618509557345295,0.5012487574242787
15.5,85.0,176.07141,1.3778744,2.6293013,8.127113,6.553827,0.6377709081257963,0.5238903172041312
15.5,85.5,177.78955,1.4118744,2.7238328,8.275142,6.6417084,0.65566200860603,0.5450710519232536
15.5,86.0,179.54898,1.4424702,2.79118,8.414669,6.725109,0.6717617596161694,0.5601608309843474
15.5,86.5,181.30676,1.4699101,2.8463984,8.538493,6.8077526,0.6862008882037219,0.5725330779872098
15.5,87.0,182.97185,1.4941154,2.9021444,8.645547,6.8587446,0.698937867830564,0.5850235435909422
15.5,87.5,184.50026,1.5146304,2.9326894,8.73119,6.9424667,0.7097330740622043,0.5918674550461984
15.5,88.0,185.9435,1.5298927,2.9610674,8.803569,7.012241,0.7177641936233178,0.5982258315428876
15.5,88.5,187.401,1.5404139,2.9657066,8.865847,7.087244,0.7233005217226136,0.5992652791415011
15.5,89.0,189.03334,1.5483681,2.9698884,8.912855,7.1385217,0.7274861082125127,0.6002022670580229
15.5,89.5,191.26111,1.5522348,2.9644685,8.955521,7.181973,0.7295207831227618,0.5989878687509368
15.5,90.0,194.18791,1.5523591,2.9798334,8.997803,7.2126675,0.7295862093754252,0.6024305247532316
15.5,90.5,197.81062,1.5476563,2.9684906,9.038988,7.271877,0.727111553893574,0.5998890652248093
15.5,91.0,203.0507,1.5351082,2.9528403,9.076083,7.319274,0.7205086461451549,0.5963824654063187
15.5,91.5,208.47932,1.5124456,2.9288425,9.076339,7.333468,0.7085833786079238,0.591005522319113
15.5,92.0,214.18695,1.4651039,2.8804305,8.966373,7.2664595,0.683671784028379,0.5801583112934949
15.5,92.5,220.57338,1.388993,2.796326,8.683418,6.9826903,0.64362163351977,0.5613138496382931
15.5,93.0,228.2601,1.2922,2.6685793,8.200792,6.5513864,0.5926883308483276,0.5326909521710338
15.5,93.5,237.1744,1.1756096,2.4768486,7.459951,5.9248433,0.5313375127096612,0.48973176564054494
15.5,94.0,241.70413,1.0624676,2.297496,6.663512,5.2380767,0.47180125373762366,0.4495460419749352
15.5,94.5,235.91211,0.9594951,2.1124418,6.3665657,5.008104,0.4176163039461565,0.4080827774869983
15.5,95.0,222.29196,0.8583904,1.9224573,6.70928,5.314713,0.3644141593451052,0.3655148662127559
15.5,95.5,216.67757,0.8413761,1.8695639,6.7951975,5.330497,0.35546111300029676,0.3536635716706645
15.5,96.0,212.87808,0.89710885,1.9852864,7.373989,5.8178654,0.38478813279434143,0.3795923350675734
15.5,96.5,214.13124,0.90518516,1.9787997,7.6627336,6.111106,0.38903795368762245,0.37813893539569143
15.5,97.0,218.01271,0.86137813,1.8908023,7.603489,6.154286,0.3659863340052227,0.3584222309411186
15.5,97.5,226.23088,0.741674,1.6562029,7.0685253,5.718548,0.30299703674904166,0.3058579032850715
15.5,98.0,,,,,,,
15.5,98.5,,,,,,,
15.5,99.0,,,,,,,
15.5,99.5,,,,,,,
15.5,100.0,,,,,,,
15.0,50.0,,,,,,,
15.0,50.5,,,,,,,
15.0,51.0,141.76881,0.96000296,1.9849906,6.9122553,5.3636246,0.4178835291008507,0.37952606747860845
15.0,51.5,142.46236,1.097032,2.2882357,6.8775434,5.4127684,0.48998931287567954,0.44747115328248227
15.0,52.0,143.96393,1.2082452,2.551067,6.769836,5.327959,0.5485106180911555,0.5063611643562611
15.0,52.5,145.25612,1.295678,2.7726858,6.8164124,5.352751,0.5945185095134351,0.556017036646571
15.0,53.0,146.86642,1.3818567,3.0125167,6.883015,5.368229,0.6398664300783113,0.6097535607594161
15.0,53.5,148.72522,1.4487299,3.1760206,6.935134,5.393493,0.6750556546567779,0.6463882391135737
15.0,54.0,150.65048,1.5015836,3.3022885,7.0120697,5.4739914,0.7028677085562169,0.67467982534604
15.0,54.5,152.54506,1.561952,3.4178705,7.169607,5.5549912,0.7346340674560348,0.7005771243254557
15.0,55.0,154.65164,1.6315475,3.5499048,7.336399,5.592183,0.771255769413045,0.7301607282175
15.0,55.5,156.89285,1.693106,3.6930976,7.4542975,5.627819,0.8036484137458362,0.7622444979287606
15.0,56.0,159.18889,1.7558717,3.9084182,7.4925528,5.632975,0.8366761882878476,0.8104892258175401
15.0,56.5,161.47069,1.8165886,4.154529,7.4889026,5.6159096,0.8686259665191973,0.8656328344070777
15.0,57.0,163.68254,1.8713721,4.363859,7.473167,5.618468,0.8974534760064744,0.912535329776443
15.0,57.5,165.70958,1.9098469,4.534595,7.457111,5.6210546,0.9176992315645851,0.9507903989214703
15.0,58.0,167.29161,1.9334962,4.631317,7.454735,5.6224,0.9301437062861833,0.9724619571854617
15.0,58.5,168.78606,1.9459615,4.669815,7.4708457,5.6433105,0.9367030174424633,0.9810878017040827
15.0,59.0,170.34195,1.9545408,4.6589437,7.496231,5.6584883,0.9412175543340564,0.9786519536415078
15.0,59.5,171.97432,1.9593972,4.6644406,7.529308,5.66143,0.9437730046514113,0.9798836066291547
15.0,60.0,173.6861,1.9586445,4.6253047,7.5623126,5.691431,0.943376934316496,0.971114810020191
15.0,60.5,175.54135,1.9522718,4.575754,7.58946,5.7045703,0.9400235722696317,0.9600125181906167
15.0,61.0,177.57248,1.9429107,4.525451,7.605553,5.7272367,0.9350976591891924,0.948741632640145
15.0,61.5,179.89972,1.9324269,4.48871,7.6055365,5.7291875,0.9295810279674961,0.9405093871505396
15.0,62.0,182.61847,1.9186747,4.454394,7.597348,5.7227087,0.9223444955036858,0.9328205305484404
15.0,62.5,185.71393,1.9036963,4.3857613,7.5855684,5.7210803,0.9144627334762172,0.9174427105041146
15.0,63.0,189.30899,1.8898354,4.3126965,7.5769296,5.714795,0.907168992246895,0.9010718114764286
15.0,63.5,193.53622,1.8792061,4.253538,7.5765305,5.712936,0.9015757690266348,0.887816797921655
15.0,64.0,198.27087,1.8705828,4.1970015,7.589894,5.7371283,0.8970381478963264,0.8751491913868401
15.0,64.5,203.30005,1.8634886,4.14791,7.619004,5.7763014,0.89330508775994,0.8641497865998669
15.0,65.0,208.4892,1.8594481,4.10428,7.6611514,5.829965,0.8911789540995632,0.8543740217909922
15.0,65.5,214.26666,1.8573004,4.069867,7.70888,5.878919,0.8900488300650631,0.8466634766430488
15.0,66.0,220.48703,1.8549006,4.029764,7.757995,5.9276047,0.8887860343868591,0.8376780082558972
15.0,66.5,227.09344,1.8535912,3.992472,7.797894,5.9596114,0.888097020044333,0.8293223089991834
15.0,67.0,233.71452,1.8519162,3.9564893,7.828232,5.9919024,0.887215616136209,0.8212600461521304
15.0,67.5,239.60507,1.8472397,3.9297762,7.8504076,6.000607,0.884754823743369,0.8152747019599494
15.0,68.0,245.16296,1.8390777,3.9319317,7.8661427,6.0057936,0.8804599007641196,0.8157576727554611
15.0,68.5,250.75464,1.8306451,3.9215899,7.8767934,6.0105133,0.8760225831601859,0.8134404706542656
15.0,69.0,254.78662,1.820162,3.8876987,7.8876553,6.015489,0.8705063283119469,0.805846808605601
15.0,69.5,257.39243,1.806986,3.848046,7.9068933,6.0564547,0.8635729646680044,0.7969622507186952
15.0,70.0,258.87155,1.7931908,3.7963061,7.930346,6.102208,0.8563138497967552,0.7853694024445702
15.0,70.5,259.6104,1.7794341,3.7747025,7.955341,6.15635,0.8490749336343819,0.7805289036365956
